id_pedido;produto;categoria;fornecedor;status;custo_unitario;quantidade;lead_time_dias;custo_frete
PED-7115;Cabo de Cobre;Metalurgia;Global Shipping;Em trânsito;USD 162,5;333 unidades;28;R$ 656,02
PED-7116;Motor de Passo;Mecânica;Indústrias Alfa;Em trânsito;USD 150,28;118 unidades;17;R$ 473,1
PED-7117;Cabo de Cobre;Metalurgia;Norte Logística;Atrasado;USD 164,28;98 unidades;12;R$ 486,46
PED-7118;Caixa Papelão;Embalagens;Delta Matérias-Primas;Em trânsito;USD 167,12;287 unidades;18;R$ 545,56
PED-7119;Motor de Passo;Mecânica;Indústrias Alfa;Entregue;USD 157,44;478 unidades;10;R$ 512,1
PED-7120;Motor de Passo;Mecânica;Sul Metais;Em trânsito;USD 120,98;289 unidades;14;R$ 491,89
PED-7121;Chapa de Aço;Metalurgia;LogTech Brasil;Em trânsito;USD 146,71;303 unidades;5;R$ 376,75
PED-7122;Válvula Hidráulica;Mecânica;Delta Matérias-Primas;Entregue;USD 147,88;327 unidades;12;R$ 563,76
PED-7123;Circuito Impresso;Eletrônicos;LogTech Brasil;Entregue;USD 379,78;413 unidades;3;R$ 406,23
PED-7124;Polímero Industrial;Química;Delta Matérias-Primas;Entregue;USD 180,17;182 unidades;19;R$ 568,72
PED-7125;Válvula Hidráulica;Mecânica;Indústrias Alfa;Atrasado;USD 117,11;330 unidades;10;R$ 545,42
PED-7126;Válvula Hidráulica;Mecânica;Indústrias Alfa;Em trânsito;USD 187,31;294 unidades;17;R$ 528,36
PED-7127;Chapa de Aço;Metalurgia;Global Shipping;Atrasado;USD 184,27;477 unidades;35;R$ 800,28
PED-7128;Resina Epoxi;Química;LogTech Brasil;Em trânsito;USD 164,77;24 unidades;3;R$ 296,42
PED-7129;Válvula Hidráulica;Mecânica;Norte Logística;Atrasado;USD 160,81;122 unidades;8;R$ 404,55
PED-7130;Caixa Papelão;Embalagens;Amazonas Tech;Entregue;USD 198,85;21 unidades;39;R$ 863,64
PED-7131;Cabo de Cobre;Metalurgia;Delta Matérias-Primas;Entregue;USD 164,97;96 unidades;14;R$ 599,43
PED-7132;Cabo de Cobre;Metalurgia;Global Shipping;Em trânsito;USD 198,09;164 unidades;26;R$ 667,2
PED-7133;Válvula Hidráulica;Mecânica;Sudeste Express;Em trânsito;USD 138,0;419 unidades;17;R$ 516,69
PED-7134;Resina Epoxi;Química;Amazonas Tech;Atrasado;USD 181,42;396 unidades;31;R$ 861,69
PED-7135;Caixa Papelão;Embalagens;Norte Logística;Atrasado;USD 154,97;233 unidades;14;R$ 373,37
PED-7136;Caixa Papelão;Embalagens;Norte Logística;Entregue;USD 140,35;295 unidades;13;R$ 555,48
PED-7137;Sensor Prototipo;Eletrônicos;Norte Logística;Em trânsito;USD 414,26;327 unidades;17;R$ 562,55
PED-7138;Sensor Prototipo;Eletrônicos;Delta Matérias-Primas;Entregue;USD 443,01;96 unidades;17;R$ 634,32
PED-7139;Sensor Prototipo;Eletrônicos;Nordeste Distribuidora;Entregue;USD 459,58;23 unidades;14;R$ 712,69
PED-7140;Válvula Hidráulica;Mecânica;Nordeste Distribuidora;Entregue;USD 158,46;447 unidades;23;R$ 585,1
PED-7141;Polímero Industrial;Química;Amazonas Tech;Em trânsito;USD 221,69;317 unidades;41;R$ 974,22
PED-7142;Caixa Papelão;Embalagens;Amazonas Tech;Atrasado;USD 203,91;347 unidades;49;R$ 845,13
PED-7143;Sensor Prototipo;Eletrônicos;Bahia Peças;Atrasado;USD 393,4;278 unidades;7;R$ 496,01
PED-7144;Polímero Industrial;Química;Bahia Peças;Em trânsito;USD 133,67;473 unidades;17;R$ 516,62
PED-7145;Caixa Papelão;Embalagens;Nordeste Distribuidora;Em trânsito;USD 209,41;234 unidades;16;R$ 568,13
PED-7146;Válvula Hidráulica;Mecânica;Indústrias Alfa;Em trânsito;USD 177,15;46 unidades;15;R$ 534,12
PED-7147;Válvula Hidráulica;Mecânica;Nordeste Distribuidora;Atrasado;USD 137,2;33 unidades;20;R$ 716,32
PED-7148;Caixa Papelão;Embalagens;Sul Metais;Atrasado;USD 147,91;290 unidades;12;R$ 570,18
PED-7149;Caixa Papelão;Embalagens;Bahia Peças;Atrasado;USD 148,88;141 unidades;11;R$ 565,32
PED-7150;Resina Epoxi;Química;Nordeste Distribuidora;Em trânsito;USD 163,88;127 unidades;22;R$ 637,47
PED-7151;Polímero Industrial;Química;Indústrias Alfa;Entregue;USD 144,82;376 unidades;19;R$ 495,54
PED-7152;Caixa Papelão;Embalagens;Bahia Peças;Atrasado;USD 146,27;296 unidades;12;R$ 461,42
PED-7153;Polímero Industrial;Química;Indústrias Alfa;Em trânsito;USD 162,29;34 unidades;13;R$ 550,47
PED-7154;Cabo de Cobre;Metalurgia;LogTech Brasil;Entregue;USD 157,03;257 unidades;5;R$ 384,07
PED-7155;Sensor Prototipo;Eletrônicos;Norte Logística;Em trânsito;USD 392,66;163 unidades;16;R$ 541,95
PED-7156;Polímero Industrial;Química;Bahia Peças;Entregue;USD 180,57;226 unidades;16;R$ 436,01
PED-7157;Circuito Impresso;Eletrônicos;Sudeste Express;Em trânsito;USD 372,65;125 unidades;11;R$ 471,45
PED-7158;Circuito Impresso;Eletrônicos;Delta Matérias-Primas;Atrasado;USD 432,99;106 unidades;17;R$ 608,45
PED-7159;Resina Epoxi;Química;Nordeste Distribuidora;Em trânsito;USD 217,71;105 unidades;20;R$ 613,45
PED-7160;Sensor Prototipo;Eletrônicos;Nordeste Distribuidora;Entregue;USD 472,53;48 unidades;13;R$ 530,22
PED-7161;Caixa Papelão;Embalagens;LogTech Brasil;Em trânsito;USD 156,25;11 unidades;5;R$ 376,21
PED-7162;Sensor Prototipo;Eletrônicos;Delta Matérias-Primas;Em trânsito;USD 464,32;66 unidades;22;R$ 560,19
PED-7163;Resina Epoxi;Química;Norte Logística;Em trânsito;USD 158,88;37 unidades;11;R$ 467,78
PED-7164;Motor de Passo;Mecânica;Sudeste Express;Em trânsito;USD 171,66;262 unidades;16;R$ 543,44
PED-7165;Resina Epoxi;Química;Global Shipping;Em trânsito;USD 173,41;108 unidades;25;R$ 681,41
PED-7166;Circuito Impresso;Eletrônicos;Indústrias Alfa;Em trânsito;USD 411,02;413 unidades;14;R$ 426,87
PED-7167;Resina Epoxi;Química;Sudeste Express;Entregue;USD 145,29;449 unidades;11;R$ 537,42
PED-7168;Caixa Papelão;Embalagens;Sul Metais;Atrasado;USD 115,81;399 unidades;12;R$ 451,13
PED-7169;Caixa Papelão;Embalagens;Sudeste Express;Entregue;USD 158,63;428 unidades;11;R$ 571,65
PED-7170;Polímero Industrial;Química;Nordeste Distribuidora;Em trânsito;USD 197,9;86 unidades;19;R$ 578,28
PED-7171;Cabo de Cobre;Metalurgia;Amazonas Tech;Atrasado;USD 277,88;23 unidades;46;R$ 909,18
PED-7172;Sensor Prototipo;Eletrônicos;Amazonas Tech;Entregue;USD 559,75;38 unidades;40;R$ 939,9
PED-7173;Motor de Passo;Mecânica;LogTech Brasil;Entregue;USD 126,76;226 unidades;2;R$ 386,79
PED-7174;Circuito Impresso;Eletrônicos;Nordeste Distribuidora;Em trânsito;USD 451,94;139 unidades;22;R$ 615,07
PED-7175;Cabo de Cobre;Metalurgia;LogTech Brasil;Entregue;USD 124,91;176 unidades;2;R$ 359,31
PED-7176;Circuito Impresso;Eletrônicos;Sul Metais;Em trânsito;USD 310,9;67 unidades;15;R$ 530,57
PED-7177;Circuito Impresso;Eletrônicos;Delta Matérias-Primas;Atrasado;USD 443,19;306 unidades;25;R$ 534,81
PED-7178;Cabo de Cobre;Metalurgia;Indústrias Alfa;Entregue;USD 170,54;128 unidades;13;R$ 536,7
PED-7179;Válvula Hidráulica;Mecânica;Amazonas Tech;Atrasado;USD 135,97;49 unidades;42;R$ 881,28
PED-7180;Chapa de Aço;Metalurgia;Indústrias Alfa;Atrasado;USD 114,31;408 unidades;17;R$ 463,52
PED-7181;Sensor Prototipo;Eletrônicos;Sudeste Express;Em trânsito;USD 380,02;428 unidades;17;R$ 544,5
PED-7182;Válvula Hidráulica;Mecânica;Sul Metais;Atrasado;USD 145,39;170 unidades;11;R$ 583,71
PED-7183;Caixa Papelão;Embalagens;LogTech Brasil;Entregue;USD 163,93;50 unidades;4;R$ 339,39
PED-7184;Sensor Prototipo;Eletrônicos;Bahia Peças;Em trânsito;USD 399,58;105 unidades;13;R$ 576,75
PED-7185;Caixa Papelão;Embalagens;Norte Logística;Atrasado;USD 149,1;68 unidades;10;R$ 485,3
PED-7186;Resina Epoxi;Química;Nordeste Distribuidora;Em trânsito;USD 202,55;235 unidades;18;R$ 704,82
PED-7187;Válvula Hidráulica;Mecânica;Sul Metais;Em trânsito;USD 103,85;385 unidades;13;R$ 522,53
PED-7188;Chapa de Aço;Metalurgia;Nordeste Distribuidora;Em trânsito;USD 173,34;485 unidades;18;R$ 656,23
PED-7189;Cabo de Cobre;Metalurgia;Nordeste Distribuidora;Entregue;USD 174,96;49 unidades;18;R$ 564,81
PED-7190;Cabo de Cobre;Metalurgia;Sudeste Express;Em trânsito;USD 132,4;41 unidades;23;R$ 550,45
PED-7191;Chapa de Aço;Metalurgia;Sul Metais;Atrasado;USD 125,42;162 unidades;16;R$ 431,0
PED-7192;Circuito Impresso;Eletrônicos;Bahia Peças;Entregue;USD 370,61;103 unidades;14;R$ 553,16
PED-7193;Chapa de Aço;Metalurgia;Amazonas Tech;Entregue;USD 186,03;282 unidades;27;R$ 929,68
PED-7194;Polímero Industrial;Química;Global Shipping;Entregue;USD 143,7;204 unidades;25;R$ 616,24
PED-7195;Caixa Papelão;Embalagens;Amazonas Tech;Entregue;USD 233,59;70 unidades;35;R$ 853,96
PED-7196;Circuito Impresso;Eletrônicos;Indústrias Alfa;Entregue;USD 422,84;116 unidades;17;R$ 576,38
PED-7197;Polímero Industrial;Química;Sul Metais;Em trânsito;USD 131,57;52 unidades;9;R$ 508,52
PED-7198;Resina Epoxi;Química;Amazonas Tech;Atrasado;USD 228,55;266 unidades;39;R$ 929,94
PED-7199;Circuito Impresso;Eletrônicos;Sudeste Express;Entregue;USD 393,04;486 unidades;12;R$ 584,17
PED-7200;Cabo de Cobre;Metalurgia;Nordeste Distribuidora;Entregue;USD 169,69;33 unidades;19;R$ 657,5
PED-7201;Chapa de Aço;Metalurgia;Indústrias Alfa;Entregue;USD 158,37;210 unidades;16;R$ 514,94
PED-7202;Resina Epoxi;Química;Sudeste Express;Atrasado;USD 147,37;91 unidades;9;R$ 554,92
PED-7203;Caixa Papelão;Embalagens;Sul Metais;Entregue;USD 140,1;412 unidades;14;R$ 399,02
PED-7204;Cabo de Cobre;Metalurgia;Nordeste Distribuidora;Entregue;USD 189,81;300 unidades;18;R$ 639,55
PED-7205;Polímero Industrial;Química;Delta Matérias-Primas;Entregue;USD 170,5;359 unidades;19;R$ 481,84
PED-7206;Cabo de Cobre;Metalurgia;Sul Metais;Entregue;USD 105,53;38 unidades;12;R$ 468,76
PED-7207;Resina Epoxi;Química;Global Shipping;Entregue;USD 167,02;477 unidades;25;R$ 657,38
PED-7208;Resina Epoxi;Química;Norte Logística;Entregue;USD 136,89;136 unidades;15;R$ 479,98
PED-7209;Circuito Impresso;Eletrônicos;Amazonas Tech;Em trânsito;USD 538,4;191 unidades;41;R$ 855,46
PED-7210;Chapa de Aço;Metalurgia;Sul Metais;Em trânsito;USD 111,26;106 unidades;11;R$ 516,01
PED-7211;Cabo de Cobre;Metalurgia;LogTech Brasil;Entregue;USD 139,35;11 unidades;6;R$ 316,82
PED-7212;Caixa Papelão;Embalagens;Sudeste Express;Entregue;USD 164,2;255 unidades;17;R$ 544,46
PED-7213;Caixa Papelão;Embalagens;Nordeste Distribuidora;Em trânsito;USD 187,14;94 unidades;20;R$ 687,7
PED-7214;Circuito Impresso;Eletrônicos;Amazonas Tech;Em trânsito;USD 570,49;168 unidades;47;R$ 933,16
PED-7215;Sensor Prototipo;Eletrônicos;Delta Matérias-Primas;Entregue;USD 451,15;446 unidades;18;R$ 532,4
PED-7216;Chapa de Aço;Metalurgia;Delta Matérias-Primas;Entregue;USD 180,71;225 unidades;22;R$ 557,44
PED-7217;Sensor Prototipo;Eletrônicos;Norte Logística;Entregue;USD 414,23;101 unidades;14;R$ 550,84
PED-7218;Sensor Prototipo;Eletrônicos;Bahia Peças;Atrasado;USD 428,66;219 unidades;14;R$ 509,9
PED-7219;Resina Epoxi;Química;Delta Matérias-Primas;Entregue;USD 157,66;106 unidades;19;R$ 462,92
PED-7220;Polímero Industrial;Química;Sul Metais;Atrasado;USD 174,15;482 unidades;11;R$ 521,88
PED-7221;Motor de Passo;Mecânica;Global Shipping;Entregue;USD 155,0;22 unidades;23;R$ 695,34
PED-7222;Válvula Hidráulica;Mecânica;Nordeste Distribuidora;Atrasado;USD 156,18;47 unidades;26;R$ 646,47
PED-7223;Polímero Industrial;Química;Norte Logística;Em trânsito;USD 164,95;88 unidades;14;R$ 618,28
PED-7224;Polímero Industrial;Química;Norte Logística;Em trânsito;USD 139,24;468 unidades;13;R$ 583,65
PED-7225;Caixa Papelão;Embalagens;Nordeste Distribuidora;Entregue;USD 195,25;346 unidades;15;R$ 698,39
PED-7226;Resina Epoxi;Química;Norte Logística;Em trânsito;USD 175,36;351 unidades;12;R$ 587,77
PED-7227;Cabo de Cobre;Metalurgia;LogTech Brasil;Entregue;USD 118,64;441 unidades;5;R$ 446,49
PED-7228;Sensor Prototipo;Eletrônicos;Indústrias Alfa;Atrasado;USD 398,17;289 unidades;17;R$ 550,27
PED-7229;Chapa de Aço;Metalurgia;LogTech Brasil;Entregue;USD 153,24;10 unidades;4;R$ 446,95
PED-7230;Sensor Prototipo;Eletrônicos;LogTech Brasil;Entregue;USD 412,99;332 unidades;4;R$ 358,57
PED-7231;Circuito Impresso;Eletrônicos;LogTech Brasil;Entregue;USD 390,96;73 unidades;3;R$ 428,99
PED-7232;Caixa Papelão;Embalagens;Sul Metais;Entregue;USD 104,65;163 unidades;16;R$ 494,96
PED-7233;Sensor Prototipo;Eletrônicos;Sul Metais;Entregue;USD 354,87;252 unidades;13;R$ 486,05
PED-7234;Caixa Papelão;Embalagens;Sudeste Express;Entregue;USD 159,45;498 unidades;12;R$ 438,94
PED-7235;Chapa de Aço;Metalurgia;Sudeste Express;Entregue;USD 169,67;448 unidades;15;R$ 414,72
PED-7236;Resina Epoxi;Química;LogTech Brasil;Entregue;USD 163,9;20 unidades;5;R$ 351,27
PED-7237;Caixa Papelão;Embalagens;Indústrias Alfa;Em trânsito;USD 135,61;65 unidades;23;R$ 615,34
PED-7238;Polímero Industrial;Química;Bahia Peças;Entregue;USD 113,82;112 unidades;15;R$ 534,69
PED-7239;Válvula Hidráulica;Mecânica;Bahia Peças;Atrasado;USD 133,45;167 unidades;12;R$ 555,45
PED-7240;Polímero Industrial;Química;Bahia Peças;Atrasado;USD 165,36;308 unidades;15;R$ 555,7
PED-7241;Caixa Papelão;Embalagens;Global Shipping;Atrasado;USD 178,86;214 unidades;35;R$ 642,04
PED-7242;Sensor Prototipo;Eletrônicos;Amazonas Tech;Entregue;USD 537,06;204 unidades;53;R$ 904,59
PED-7243;Válvula Hidráulica;Mecânica;Bahia Peças;Atrasado;USD 157,95;455 unidades;14;R$ 456,31
PED-7244;Válvula Hidráulica;Mecânica;LogTech Brasil;Entregue;USD 114,03;219 unidades;5;R$ 415,95
PED-7245;Polímero Industrial;Química;Sul Metais;Entregue;USD 91,1;255 unidades;13;R$ 581,93
PED-7246;Resina Epoxi;Química;Amazonas Tech;Entregue;USD 263,89;142 unidades;35;R$ 924,28
PED-7247;Chapa de Aço;Metalurgia;Delta Matérias-Primas;Em trânsito;USD 206,69;189 unidades;10;R$ 620,82
PED-7248;Resina Epoxi;Química;Norte Logística;Atrasado;USD 137,74;482 unidades;18;R$ 513,9
PED-7249;Válvula Hidráulica;Mecânica;Indústrias Alfa;Atrasado;USD 151,69;207 unidades;14;R$ 480,8
PED-7250;Cabo de Cobre;Metalurgia;Sul Metais;Entregue;USD 159,27;493 unidades;10;R$ 443,64
PED-7251;Circuito Impresso;Eletrônicos;Sul Metais;Atrasado;USD 356,76;170 unidades;15;R$ 482,84
PED-7252;Cabo de Cobre;Metalurgia;Delta Matérias-Primas;Atrasado;USD 145,82;18 unidades;16;R$ 576,56
PED-7253;Sensor Prototipo;Eletrônicos;Indústrias Alfa;Em trânsito;USD 374,14;261 unidades;14;R$ 491,88
PED-7254;Motor de Passo;Mecânica;Global Shipping;Atrasado;USD 167,78;410 unidades;19;R$ 650,41
PED-7255;Resina Epoxi;Química;Indústrias Alfa;Atrasado;USD 145,52;230 unidades;14;R$ 465,96
PED-7256;Chapa de Aço;Metalurgia;Sul Metais;Entregue;USD 135,39;179 unidades;16;R$ 565,86
PED-7257;Circuito Impresso;Eletrônicos;Indústrias Alfa;Em trânsito;USD 385,3;58 unidades;12;R$ 556,74
PED-7258;Cabo de Cobre;Metalurgia;Delta Matérias-Primas;Atrasado;USD 167,91;39 unidades;20;R$ 551,27
PED-7259;Cabo de Cobre;Metalurgia;Indústrias Alfa;Entregue;USD 148,04;150 unidades;18;R$ 482,63
PED-7260;Cabo de Cobre;Metalurgia;Norte Logística;Em trânsito;USD 171,61;204 unidades;11;R$ 471,07
PED-7261;Motor de Passo;Mecânica;Indústrias Alfa;Atrasado;USD 160,8;412 unidades;19;R$ 592,44
PED-7262;Circuito Impresso;Eletrônicos;Delta Matérias-Primas;Entregue;USD 441,6;472 unidades;19;R$ 558,98
PED-7263;Sensor Prototipo;Eletrônicos;Delta Matérias-Primas;Entregue;USD 440,67;191 unidades;22;R$ 518,72
PED-7264;Resina Epoxi;Química;Delta Matérias-Primas;Em trânsito;USD 145,31;341 unidades;28;R$ 579,82
PED-7265;Resina Epoxi;Química;Amazonas Tech;Atrasado;USD 208,6;170 unidades;31;R$ 925,58
PED-7266;Caixa Papelão;Embalagens;Sul Metais;Atrasado;USD 134,62;148 unidades;12;R$ 544,61
PED-7267;Sensor Prototipo;Eletrônicos;Bahia Peças;Atrasado;USD 377,41;340 unidades;12;R$ 486,21
PED-7268;Motor de Passo;Mecânica;Norte Logística;Atrasado;USD 134,18;490 unidades;14;R$ 495,35
PED-7269;Resina Epoxi;Química;Delta Matérias-Primas;Entregue;USD 172,39;480 unidades;15;R$ 536,26
PED-7270;Chapa de Aço;Metalurgia;Delta Matérias-Primas;Atrasado;USD 145,41;392 unidades;23;R$ 536,5
PED-7271;Resina Epoxi;Química;Amazonas Tech;Entregue;USD 203,94;461 unidades;35;R$ 902,34
PED-7272;Cabo de Cobre;Metalurgia;Nordeste Distribuidora;Em trânsito;USD 180,07;396 unidades;22;R$ 609,96
PED-7273;Chapa de Aço;Metalurgia;LogTech Brasil;Entregue;USD 141,09;229 unidades;5;R$ 414,97
PED-7274;Motor de Passo;Mecânica;LogTech Brasil;Entregue;USD 136,2;192 unidades;6;R$ 306,42
PED-7275;Chapa de Aço;Metalurgia;Sudeste Express;Em trânsito;USD 139,34;498 unidades;16;R$ 530,22
PED-7276;Sensor Prototipo;Eletrônicos;Nordeste Distribuidora;Atrasado;USD 445,05;195 unidades;17;R$ 555,72
PED-7277;Motor de Passo;Mecânica;Delta Matérias-Primas;Em trânsito;USD 137,7;98 unidades;17;R$ 585,26
PED-7278;Circuito Impresso;Eletrônicos;Sudeste Express;Entregue;USD 439,17;242 unidades;12;R$ 597,22
PED-7279;Chapa de Aço;Metalurgia;Sudeste Express;Entregue;USD 142,31;17 unidades;19;R$ 509,69
PED-7280;Chapa de Aço;Metalurgia;LogTech Brasil;Entregue;USD 115,27;32 unidades;4;R$ 404,17
PED-7281;Circuito Impresso;Eletrônicos;LogTech Brasil;Entregue;USD 422,9;311 unidades;5;R$ 409,35
PED-7282;Caixa Papelão;Embalagens;Indústrias Alfa;Entregue;USD 176,58;207 unidades;14;R$ 493,93
PED-7283;Válvula Hidráulica;Mecânica;Norte Logística;Em trânsito;USD 140,3;324 unidades;16;R$ 563,37
PED-7284;Caixa Papelão;Embalagens;Norte Logística;Em trânsito;USD 137,4;268 unidades;14;R$ 422,72
PED-7285;Circuito Impresso;Eletrônicos;Bahia Peças;Atrasado;USD 399,12;322 unidades;13;R$ 478,4
PED-7286;Sensor Prototipo;Eletrônicos;LogTech Brasil;Entregue;USD 404,74;314 unidades;6;R$ 346,15
PED-7287;Circuito Impresso;Eletrônicos;Nordeste Distribuidora;Entregue;USD 482,25;102 unidades;23;R$ 519,61
PED-7288;Caixa Papelão;Embalagens;Bahia Peças;Entregue;USD 160,63;90 unidades;11;R$ 496,06
PED-7289;Válvula Hidráulica;Mecânica;Nordeste Distribuidora;Atrasado;USD 211,19;253 unidades;20;R$ 513,06
PED-7290;Caixa Papelão;Embalagens;Indústrias Alfa;Em trânsito;USD 118,58;298 unidades;9;R$ 481,23
PED-7291;Cabo de Cobre;Metalurgia;Bahia Peças;Atrasado;USD 139,6;203 unidades;18;R$ 574,62
PED-7292;Cabo de Cobre;Metalurgia;Norte Logística;Em trânsito;USD 163,31;427 unidades;16;R$ 586,57
PED-7293;Chapa de Aço;Metalurgia;Amazonas Tech;Em trânsito;USD 242,06;40 unidades;41;R$ 892,58
PED-7294;Sensor Prototipo;Eletrônicos;Amazonas Tech;Entregue;USD 591,39;241 unidades;40;R$ 987,91
PED-7295;Sensor Prototipo;Eletrônicos;Nordeste Distribuidora;Atrasado;USD 445,15;413 unidades;14;R$ 529,29
PED-7296;Sensor Prototipo;Eletrônicos;Sudeste Express;Em trânsito;USD 401,03;33 unidades;13;R$ 460,1
PED-7297;Chapa de Aço;Metalurgia;LogTech Brasil;Entregue;USD 145,58;245 unidades;4;R$ 370,02
PED-7298;Resina Epoxi;Química;Amazonas Tech;Entregue;USD 191,37;430 unidades;43;R$ 830,72
PED-7299;Circuito Impresso;Eletrônicos;Amazonas Tech;Atrasado;USD 607,04;75 unidades;35;R$ 970,67
PED-7300;Chapa de Aço;Metalurgia;Global Shipping;Entregue;USD 169,43;167 unidades;21;R$ 672,07
PED-7301;Válvula Hidráulica;Mecânica;Nordeste Distribuidora;Atrasado;USD 175,43;17 unidades;20;R$ 556,36
PED-7302;Motor de Passo;Mecânica;Global Shipping;Entregue;USD 187,5;215 unidades;21;R$ 676,24
PED-7303;Chapa de Aço;Metalurgia;Indústrias Alfa;Atrasado;USD 154,02;466 unidades;13;R$ 496,94
PED-7304;Motor de Passo;Mecânica;Sul Metais;Atrasado;USD 120,36;242 unidades;12;R$ 471,23
PED-7305;Chapa de Aço;Metalurgia;Amazonas Tech;Entregue;USD 221,11;413 unidades;33;R$ 910,02
PED-7306;Válvula Hidráulica;Mecânica;Global Shipping;Atrasado;USD 154,34;368 unidades;30;R$ 614,16
PED-7307;Sensor Prototipo;Eletrônicos;Indústrias Alfa;Entregue;USD 417,72;493 unidades;19;R$ 525,65
PED-7308;Motor de Passo;Mecânica;Delta Matérias-Primas;Entregue;USD 122,84;457 unidades;23;R$ 522,58
PED-7309;Válvula Hidráulica;Mecânica;Sudeste Express;Atrasado;USD 137,6;375 unidades;17;R$ 511,49
PED-7310;Válvula Hidráulica;Mecânica;Norte Logística;Entregue;USD 159,47;56 unidades;14;R$ 621,03
PED-7311;Válvula Hidráulica;Mecânica;Indústrias Alfa;Em trânsito;USD 164,93;181 unidades;11;R$ 537,62
PED-7312;Caixa Papelão;Embalagens;Indústrias Alfa;Entregue;USD 181,52;81 unidades;19;R$ 615,88
PED-7313;Circuito Impresso;Eletrônicos;LogTech Brasil;Entregue;USD 431,66;460 unidades;5;R$ 383,92
PED-7314;Resina Epoxi;Química;Amazonas Tech;Em trânsito;USD 200,51;20 unidades;51;R$ 816,85
PED-7315;Chapa de Aço;Metalurgia;Norte Logística;Entregue;USD 116,68;187 unidades;15;R$ 611,37
PED-7316;Sensor Prototipo;Eletrônicos;Delta Matérias-Primas;Entregue;USD 424,06;280 unidades;17;R$ 531,41
PED-7317;Resina Epoxi;Química;Bahia Peças;Entregue;USD 181,04;436 unidades;13;R$ 439,28
PED-7318;Caixa Papelão;Embalagens;Nordeste Distribuidora;Em trânsito;USD 172,13;107 unidades;17;R$ 642,24
PED-7319;Sensor Prototipo;Eletrônicos;LogTech Brasil;Em trânsito;USD 424,11;481 unidades;5;R$ 379,92
PED-7320;Válvula Hidráulica;Mecânica;Sudeste Express;Entregue;USD 154,13;43 unidades;16;R$ 494,98
PED-7321;Válvula Hidráulica;Mecânica;LogTech Brasil;Entregue;USD 147,05;342 unidades;5;R$ 420,64
PED-7322;Cabo de Cobre;Metalurgia;LogTech Brasil;Entregue;USD 144,91;98 unidades;3;R$ 355,21
PED-7323;Sensor Prototipo;Eletrônicos;Sul Metais;Atrasado;USD 367,98;372 unidades;9;R$ 499,0
PED-7324;Circuito Impresso;Eletrônicos;Nordeste Distribuidora;Entregue;USD 459,5;316 unidades;19;R$ 554,48
PED-7325;Caixa Papelão;Embalagens;LogTech Brasil;Entregue;USD 164,56;334 unidades;4;R$ 422,84
PED-7326;Resina Epoxi;Química;LogTech Brasil;Em trânsito;USD 127,62;367 unidades;5;R$ 487,39
PED-7327;Válvula Hidráulica;Mecânica;Nordeste Distribuidora;Em trânsito;USD 176,19;180 unidades;14;R$ 543,59
PED-7328;Polímero Industrial;Química;Sul Metais;Atrasado;USD 152,3;300 unidades;11;R$ 549,35
PED-7329;Caixa Papelão;Embalagens;Norte Logística;Atrasado;USD 150,13;429 unidades;19;R$ 520,8
PED-7330;Cabo de Cobre;Metalurgia;Sudeste Express;Atrasado;USD 147,35;289 unidades;16;R$ 455,07
PED-7331;Polímero Industrial;Química;Sudeste Express;Entregue;USD 132,44;132 unidades;20;R$ 518,23
PED-7332;Polímero Industrial;Química;Global Shipping;Atrasado;USD 143,22;243 unidades;20;R$ 788,11
PED-7333;Caixa Papelão;Embalagens;Amazonas Tech;Entregue;USD 221,32;133 unidades;27;R$ 947,72
PED-7334;Caixa Papelão;Embalagens;Bahia Peças;Entregue;USD 164,11;477 unidades;16;R$ 508,26
PED-7335;Chapa de Aço;Metalurgia;LogTech Brasil;Entregue;USD 164,67;303 unidades;3;R$ 391,21
PED-7336;Motor de Passo;Mecânica;Indústrias Alfa;Atrasado;USD 136,48;346 unidades;13;R$ 409,16
PED-7337;Válvula Hidráulica;Mecânica;Global Shipping;Entregue;USD 135,24;333 unidades;23;R$ 790,31
PED-7338;Sensor Prototipo;Eletrônicos;Norte Logística;Entregue;USD 419,12;99 unidades;10;R$ 494,29
PED-7339;Motor de Passo;Mecânica;Sul Metais;Entregue;USD 141,37;221 unidades;12;R$ 504,72
PED-7340;Circuito Impresso;Eletrônicos;Delta Matérias-Primas;Entregue;USD 419,76;210 unidades;21;R$ 574,72
PED-7341;Motor de Passo;Mecânica;Sul Metais;Em trânsito;USD 127,52;436 unidades;11;R$ 467,67
PED-7342;Caixa Papelão;Embalagens;Sul Metais;Entregue;USD 128,69;138 unidades;14;R$ 494,31
PED-7343;Polímero Industrial;Química;Norte Logística;Em trânsito;USD 126,55;278 unidades;14;R$ 514,16
PED-7344;Chapa de Aço;Metalurgia;Nordeste Distribuidora;Em trânsito;USD 181,89;480 unidades;22;R$ 616,35
PED-7345;Motor de Passo;Mecânica;Norte Logística;Atrasado;USD 136,17;124 unidades;13;R$ 577,52
PED-7346;Sensor Prototipo;Eletrônicos;Nordeste Distribuidora;Atrasado;USD 465,51;143 unidades;19;R$ 535,49
PED-7347;Caixa Papelão;Embalagens;Indústrias Alfa;Atrasado;USD 167,56;66 unidades;17;R$ 558,6
PED-7348;Válvula Hidráulica;Mecânica;Sul Metais;Entregue;USD 148,95;306 unidades;13;R$ 505,87
